,id,group,description,score,value
4167,GT6.6.3,3,porcentaje de avance en la implementación pbr-sed en la sección de evaluación.,10.69,avance
4168,GT7.1.1,3,tasa bruta de recomendaciones en la procuraduría de los derechos humanos del estado de guanajuato contra autoridades estatales.,16.2,recomendación
4169,GT7.1.1,3,tasa bruta de recomendaciones en la procuraduría de los derechos humanos del estado de guanajuato contra autoridades estatales.,15.69,procuraduría
4170,GT7.1.1,3,tasa bruta de recomendaciones en la procuraduría de los derechos humanos del estado de guanajuato contra autoridades estatales.,14.3,derechos humanos
4171,GT7.1.1,3,tasa bruta de recomendaciones en la procuraduría de los derechos humanos del estado de guanajuato contra autoridades estatales.,14.3,guanajuato
4172,GT7.1.1,3,tasa bruta de recomendaciones en la procuraduría de los derechos humanos del estado de guanajuato contra autoridades estatales.,13.1,tasa
4173,GT7.1.1,3,tasa bruta de recomendaciones en la procuraduría de los derechos humanos del estado de guanajuato contra autoridades estatales.,10.0,estado
4174,GT7.1.1,3,tasa bruta de recomendaciones en la procuraduría de los derechos humanos del estado de guanajuato contra autoridades estatales.,9.69,autoridad
4175,GT8.1.1,3,porcentaje de mujeres analfabetas de 15 años y más.,46.2,porcentaje
4176,GT8.1.1,3,porcentaje de mujeres analfabetas de 15 años y más.,45.9,mujer
4177,GT8.1.2,3,razón de participación económica de hombres y mujeres.,30.79,razón
4178,GT8.1.2,3,razón de participación económica de hombres y mujeres.,30.29,participación
4179,GT8.1.2,3,razón de participación económica de hombres y mujeres.,16.0,mujer
4180,GT8.1.2,3,razón de participación económica de hombres y mujeres.,13.0,hombre
4181,GT8.1.2,3,razón de participación económica de hombres y mujeres.,9.6,económico
4182,GT9.1.1,3,porcentaje de participación de la inversión privada en proyectos de innovación y desarrollo científico y tecnológico para la mentefactura.,30.29,inversión
4183,GT9.1.1,3,porcentaje de participación de la inversión privada en proyectos de innovación y desarrollo científico y tecnológico para la mentefactura.,19.2,innovación
4184,GT9.1.1,3,porcentaje de participación de la inversión privada en proyectos de innovación y desarrollo científico y tecnológico para la mentefactura.,17.6,participación
4185,GT9.1.1,3,porcentaje de participación de la inversión privada en proyectos de innovación y desarrollo científico y tecnológico para la mentefactura.,11.39,porcentaje
4186,GT9.1.1,3,porcentaje de participación de la inversión privada en proyectos de innovación y desarrollo científico y tecnológico para la mentefactura.,7.3,proyecto
4187,GT9.1.1,3,porcentaje de participación de la inversión privada en proyectos de innovación y desarrollo científico y tecnológico para la mentefactura.,5.0,desarrollo
4188,GT9.1.2,3,tasa de variación de miembros conectados al ecosistema de la mentefactura.,34.59,tasa
4189,GT9.1.2,3,tasa de variación de miembros conectados al ecosistema de la mentefactura.,31.89,variación
4190,GT9.1.2,3,tasa de variación de miembros conectados al ecosistema de la mentefactura.,30.89,ecosistema
4191,GT9.1.3,3,porcentaje de empresas con capacidades tecnológicas maduras que acceden a modelos de negocio basados en patentes libres.,18.7,empresa
4192,GT9.1.3,3,porcentaje de empresas con capacidades tecnológicas maduras que acceden a modelos de negocio basados en patentes libres.,18.6,negocio
4193,GT9.1.3,3,porcentaje de empresas con capacidades tecnológicas maduras que acceden a modelos de negocio basados en patentes libres.,18.2,porcentaje
4194,GT9.1.3,3,porcentaje de empresas con capacidades tecnológicas maduras que acceden a modelos de negocio basados en patentes libres.,15.0,capacidad
4195,GT9.1.3,3,porcentaje de empresas con capacidades tecnológicas maduras que acceden a modelos de negocio basados en patentes libres.,13.39,patente
4196,GT9.1.3,3,porcentaje de empresas con capacidades tecnológicas maduras que acceden a modelos de negocio basados en patentes libres.,9.69,tecnológico
4197,GT9.1.3,3,porcentaje de empresas con capacidades tecnológicas maduras que acceden a modelos de negocio basados en patentes libres.,3.7,maduro
4198,GT10.1.1,3,participación anual de los visitantes internacionales respecto a los visitantes totales que llegan al estado de guanajuato.,34.5,visitante
4199,GT10.1.1,3,participación anual de los visitantes internacionales respecto a los visitantes totales que llegan al estado de guanajuato.,24.39,participación
4200,GT10.1.1,3,participación anual de los visitantes internacionales respecto a los visitantes totales que llegan al estado de guanajuato.,19.6,guanajuato
4201,GT10.1.1,3,participación anual de los visitantes internacionales respecto a los visitantes totales que llegan al estado de guanajuato.,16.1,estado
4202,GT10.1.2,3,posición de guanajuato en la participación de las exportaciones del total nacional.,27.89,exportación
4203,GT10.1.2,3,posición de guanajuato en la participación de las exportaciones del total nacional.,27.5,posición
4204,GT10.1.2,3,posición de guanajuato en la participación de las exportaciones del total nacional.,25.7,participación
4205,GT10.1.2,3,posición de guanajuato en la participación de las exportaciones del total nacional.,16.79,total
4206,GT10.1.3,3,"porcentaje de dependencias y entidades de la administración pública estatal, vinculadas con organismos públicos y privados internacionales.",29.79,administración pública
4207,GT10.1.3,3,"porcentaje de dependencias y entidades de la administración pública estatal, vinculadas con organismos públicos y privados internacionales.",26.39,organismo público
4208,GT10.1.3,3,"porcentaje de dependencias y entidades de la administración pública estatal, vinculadas con organismos públicos y privados internacionales.",16.1,entidad
4209,GT10.1.3,3,"porcentaje de dependencias y entidades de la administración pública estatal, vinculadas con organismos públicos y privados internacionales.",11.3,dependencia
4210,GT10.1.3,3,"porcentaje de dependencias y entidades de la administración pública estatal, vinculadas con organismos públicos y privados internacionales.",10.19,porcentaje
4211,GT10.1.3,3,"porcentaje de dependencias y entidades de la administración pública estatal, vinculadas con organismos públicos y privados internacionales.",5.5,privado
4212,GT10.1.4,3,tasa de participación de la comunidad educativa y jóvenes en programas de internacionalización.,34.59,internacionalización
4213,GT10.1.4,3,tasa de participación de la comunidad educativa y jóvenes en programas de internacionalización.,33.9,tasa de participación
4214,GT10.1.4,3,tasa de participación de la comunidad educativa y jóvenes en programas de internacionalización.,19.79,comunidad
4215,GT10.1.4,3,tasa de participación de la comunidad educativa y jóvenes en programas de internacionalización.,9.0,programa
4216,HG1.1.1,3,tasa de incidencia de corrupción,38.09,corrupción
4217,HG1.1.1,3,tasa de incidencia de corrupción,32.9,tasa
4218,HG1.1.1,3,tasa de incidencia de corrupción,28.79,incidencia
4219,HG1.2.1,3,proporción de la población que se sintió satisfecha o muy satisfecha en la realización de trámites y solicitudes de servicios con alguna dependencia,25.79,proporción
4220,HG1.2.1,3,proporción de la población que se sintió satisfecha o muy satisfecha en la realización de trámites y solicitudes de servicios con alguna dependencia,16.79,realización
4221,HG1.2.1,3,proporción de la población que se sintió satisfecha o muy satisfecha en la realización de trámites y solicitudes de servicios con alguna dependencia,16.5,trámite
4222,HG1.2.1,3,proporción de la población que se sintió satisfecha o muy satisfecha en la realización de trámites y solicitudes de servicios con alguna dependencia,16.0,población
4223,HG1.2.1,3,proporción de la población que se sintió satisfecha o muy satisfecha en la realización de trámites y solicitudes de servicios con alguna dependencia,15.0,solicitud
4224,HG1.2.1,3,proporción de la población que se sintió satisfecha o muy satisfecha en la realización de trámites y solicitudes de servicios con alguna dependencia,7.69,dependencia
4225,HG1.3.1,3,porcentaje de trámites y servicios públicos del tipo transaccional que se ofrecen en línea en la administración pública estatal,41.2,servicio público
4226,HG1.3.1,3,porcentaje de trámites y servicios públicos del tipo transaccional que se ofrecen en línea en la administración pública estatal,22.5,administración pública
4227,HG1.3.1,3,porcentaje de trámites y servicios públicos del tipo transaccional que se ofrecen en línea en la administración pública estatal,20.5,trámite
4228,HG1.3.1,3,porcentaje de trámites y servicios públicos del tipo transaccional que se ofrecen en línea en la administración pública estatal,11.89,porcentaje
4229,HG1.4.1,3,simplificación normativa en trámites. porcentaje de trámites simplificados de la administración pública estatal,35.7,trámite
4230,HG1.4.1,3,simplificación normativa en trámites. porcentaje de trámites simplificados de la administración pública estatal,26.7,administración pública
4231,HG1.4.1,3,simplificación normativa en trámites. porcentaje de trámites simplificados de la administración pública estatal,21.2,simplificación
4232,HG1.4.1,3,simplificación normativa en trámites. porcentaje de trámites simplificados de la administración pública estatal,13.1,porcentaje
4233,HG1.5.1,3,porcentaje de municipios que participan en la agenda para el desarrollo municipal,37.59,municipio
4234,HG1.5.1,3,porcentaje de municipios que participan en la agenda para el desarrollo municipal,28.89,porcentaje
4235,HG1.5.1,3,porcentaje de municipios que participan en la agenda para el desarrollo municipal,26.2,agenda
4236,HG1.6.1,3,ingresos propios respecto al pib,63.4,pib
4237,HG1.6.1,3,ingresos propios respecto al pib,34.79,ingreso
4238,HG1.7.1,3,índice general de avance de pbr-sed en el ámbito estatal,53.29,índice general
4239,HG1.7.1,3,índice general de avance de pbr-sed en el ámbito estatal,30.39,ámbito
4240,HG1.7.1,3,índice general de avance de pbr-sed en el ámbito estatal,15.19,avance
4241,HG1.8.1,3,índice de empoderamiento en hidalgo,34.9,índice
4242,HG1.8.1,3,índice de empoderamiento en hidalgo,33.7,empoderamiento
4243,HG1.8.1,3,índice de empoderamiento en hidalgo,31.2,hidalgo
4244,HG1.9.1,3,porcentaje de nacimientos registrados por municipio de residencia habitual de la madre y sexo del registrado según año de ocurrencia,16.79,año
4245,HG1.9.1,3,porcentaje de nacimientos registrados por municipio de residencia habitual de la madre y sexo del registrado según año de ocurrencia,15.1,sexo
4246,HG1.9.1,3,porcentaje de nacimientos registrados por municipio de residencia habitual de la madre y sexo del registrado según año de ocurrencia,15.0,municipio
4247,HG1.9.1,3,porcentaje de nacimientos registrados por municipio de residencia habitual de la madre y sexo del registrado según año de ocurrencia,13.6,residencia habitual
4248,HG1.9.1,3,porcentaje de nacimientos registrados por municipio de residencia habitual de la madre y sexo del registrado según año de ocurrencia,10.89,porcentaje
4249,HG1.9.1,3,porcentaje de nacimientos registrados por municipio de residencia habitual de la madre y sexo del registrado según año de ocurrencia,10.69,ocurrencia
4250,HG1.9.1,3,porcentaje de nacimientos registrados por municipio de residencia habitual de la madre y sexo del registrado según año de ocurrencia,9.89,nacimiento
4251,HG1.10.1,3,tasa del presupuesto del gobierno para cti respecto al total de fondos conacyt,21.1,presupuesto
4252,HG1.10.1,3,tasa del presupuesto del gobierno para cti respecto al total de fondos conacyt,20.79,tasa
4253,HG1.10.1,3,tasa del presupuesto del gobierno para cti respecto al total de fondos conacyt,20.1,conacyt
4254,HG1.10.1,3,tasa del presupuesto del gobierno para cti respecto al total de fondos conacyt,13.0,fondo
4255,HG1.10.1,3,tasa del presupuesto del gobierno para cti respecto al total de fondos conacyt,12.69,total
4256,HG1.10.1,3,tasa del presupuesto del gobierno para cti respecto al total de fondos conacyt,11.6,gobierno
4257,HG2.1.1,3,crecimiento del producto interno bruto real,53.9,producto interno bruto
4258,HG2.1.1,3,crecimiento del producto interno bruto real,46.0,crecimiento
4259,HG2.1.2,3,porcentaje de la población con ingreso por debajo de línea de bienestar mínimo,37.59,población
4260,HG2.1.2,3,porcentaje de la población con ingreso por debajo de línea de bienestar mínimo,26.79,porcentaje
4261,HG2.1.2,3,porcentaje de la población con ingreso por debajo de línea de bienestar mínimo,22.5,bienestar
4262,HG2.1.2,3,porcentaje de la población con ingreso por debajo de línea de bienestar mínimo,7.4,mínimo
4263,HG2.1.3,3,creación de nuevos empleos formales,49.79,empleo
4264,HG2.1.3,3,creación de nuevos empleos formales,47.0,creación
4265,HG2.2.1,3,crecimiento de la captación de inversión privada nacional y extranjera,42.0,inversión
4266,HG2.2.1,3,crecimiento de la captación de inversión privada nacional y extranjera,36.4,captación
4267,HG2.2.1,3,crecimiento de la captación de inversión privada nacional y extranjera,20.39,crecimiento
4268,HG2.3.1,3,hidalgo entre los 5 estados más competitivos de méxico,52.7,hidalgo
4269,HG2.3.1,3,hidalgo entre los 5 estados más competitivos de méxico,42.0,méxico
4270,HG2.4.1,3,índice de pib turístico estatal,44.79,índice
4271,HG2.4.1,3,índice de pib turístico estatal,42.0,pib
4272,HG2.5.1,3,índice de pib del sector primario estatal,39.59,sector primario
4273,HG2.5.1,3,índice de pib del sector primario estatal,30.6,índice
4274,HG2.5.1,3,índice de pib del sector primario estatal,28.89,pib
4275,HG2.6.1,3,índice en el mercado laboral,58.79,mercado laboral
4276,HG2.6.1,3,índice en el mercado laboral,41.09,índice
4277,HG2.7.1,3,porcentaje de población de 5 a 17 años con ocupación laboral,29.7,población
4278,HG2.7.1,3,porcentaje de población de 5 a 17 años con ocupación laboral,29.29,ocupación
4279,HG2.7.1,3,porcentaje de población de 5 a 17 años con ocupación laboral,22.29,año
4280,HG2.7.1,3,porcentaje de población de 5 a 17 años con ocupación laboral,17.39,porcentaje
4281,HG2.7.2,3,porcentaje de población de 5 a 17 años ocupada en actividades peligrosas,31.2,año
4282,HG2.7.2,3,porcentaje de población de 5 a 17 años ocupada en actividades peligrosas,30.5,actividad peligrosa
4283,HG2.7.2,3,porcentaje de población de 5 a 17 años ocupada en actividades peligrosas,25.1,población
4284,HG2.7.2,3,porcentaje de población de 5 a 17 años ocupada en actividades peligrosas,13.0,porcentaje
4285,HG2.8.1,3,"inversión en ciencia, tecnología e innovación como porcentaje del pib",22.6,inversión
4286,HG2.8.1,3,"inversión en ciencia, tecnología e innovación como porcentaje del pib",22.29,innovación
4287,HG2.8.1,3,"inversión en ciencia, tecnología e innovación como porcentaje del pib",20.2,tecnología
4288,HG2.8.1,3,"inversión en ciencia, tecnología e innovación como porcentaje del pib",14.3,pib
4289,HG2.8.1,3,"inversión en ciencia, tecnología e innovación como porcentaje del pib",12.69,porcentaje
4290,HG2.8.1,3,"inversión en ciencia, tecnología e innovación como porcentaje del pib",7.5,ciencia
4291,HG2.8.2,3,hidalgo entre los 5 estados con mayor innovación,38.9,hidalgo
4292,HG2.8.2,3,hidalgo entre los 5 estados con mayor innovación,35.7,innovación
4293,HG2.8.2,3,hidalgo entre los 5 estados con mayor innovación,25.29,estado
4294,HG3.1.1,3,porcentaje de población en condición de pobreza,32.5,población
4295,HG3.1.1,3,porcentaje de población en condición de pobreza,26.6,condición
4296,HG3.1.1,3,porcentaje de población en condición de pobreza,20.6,porcentaje
4297,HG3.1.1,3,porcentaje de población en condición de pobreza,20.1,pobreza
4298,HG3.2.1,3,porcentaje de población con carencia por rezago educativo,32.5,población
4299,HG3.2.1,3,porcentaje de población con carencia por rezago educativo,23.89,rezago
4300,HG3.2.1,3,porcentaje de población con carencia por rezago educativo,22.2,porcentaje
4301,HG3.2.1,3,porcentaje de población con carencia por rezago educativo,19.89,carencia
4302,HG3.2.2,3,grado promedio de escolaridad,72.59,escolaridad
4303,HG3.2.2,3,grado promedio de escolaridad,27.29,grado
4304,HG3.3.1,3,porcentaje de población con carencia por acceso a los servicios de salud,24.39,población
4305,HG3.3.1,3,porcentaje de población con carencia por acceso a los servicios de salud,22.5,salud
4306,HG3.3.1,3,porcentaje de población con carencia por acceso a los servicios de salud,19.79,porcentaje
4307,HG3.3.1,3,porcentaje de población con carencia por acceso a los servicios de salud,19.29,carencia
4308,HG3.3.1,3,porcentaje de población con carencia por acceso a los servicios de salud,7.8,acceso
4309,HG3.3.1,3,porcentaje de población con carencia por acceso a los servicios de salud,5.9,servicio
4310,HG3.3.2,3,índice de atención del paquete garantizado de servicios de promoción y prevención por una mejor salud de la población,18.79,población
4311,HG3.3.2,3,índice de atención del paquete garantizado de servicios de promoción y prevención por una mejor salud de la población,17.6,prevención
4312,HG3.3.2,3,índice de atención del paquete garantizado de servicios de promoción y prevención por una mejor salud de la población,17.0,promoción
4313,HG3.3.2,3,índice de atención del paquete garantizado de servicios de promoción y prevención por una mejor salud de la población,16.0,salud
4314,HG3.3.2,3,índice de atención del paquete garantizado de servicios de promoción y prevención por una mejor salud de la población,13.5,índice
4315,HG3.3.2,3,índice de atención del paquete garantizado de servicios de promoción y prevención por una mejor salud de la población,13.1,atención
4316,HG3.4.1,3,"porcentaje de población de 18 años y más, activos físicamente",37.0,activo
4317,HG3.4.1,3,"porcentaje de población de 18 años y más, activos físicamente",35.29,población
4318,HG3.4.1,3,"porcentaje de población de 18 años y más, activos físicamente",27.5,porcentaje
4319,HG3.5.1,3,porcentaje de participación de la población estatal en las actividades artísticas y culturales,30.7,población
4320,HG3.5.1,3,porcentaje de participación de la población estatal en las actividades artísticas y culturales,26.2,actividad artística
4321,HG3.5.1,3,porcentaje de participación de la población estatal en las actividades artísticas y culturales,23.7,participación
4322,HG3.5.1,3,porcentaje de participación de la población estatal en las actividades artísticas y culturales,17.7,porcentaje
4323,HG3.5.2,3,índice de actividades artísticas y culturales,57.9,actividad artística
4324,HG3.5.2,3,índice de actividades artísticas y culturales,40.59,índice
4325,HG3.6.1,3,índice de desigualdad de género (idg),37.2,desigualdad
4326,HG3.6.1,3,índice de desigualdad de género (idg),32.59,índice
4327,HG3.6.1,3,índice de desigualdad de género (idg),30.0,género
4328,HG3.7.1,3,porcentaje de niñas y niños de 0 a 6 años que cuentan con cartilla nacional de vacunación y/o cartilla nacional de salud,26.2,año
4329,HG3.7.1,3,porcentaje de niñas y niños de 0 a 6 años que cuentan con cartilla nacional de vacunación y/o cartilla nacional de salud,21.79,cartilla
4330,HG3.7.1,3,porcentaje de niñas y niños de 0 a 6 años que cuentan con cartilla nacional de vacunación y/o cartilla nacional de salud,19.89,niño
4331,HG3.7.1,3,porcentaje de niñas y niños de 0 a 6 años que cuentan con cartilla nacional de vacunación y/o cartilla nacional de salud,12.19,vacunación
4332,HG3.7.1,3,porcentaje de niñas y niños de 0 a 6 años que cuentan con cartilla nacional de vacunación y/o cartilla nacional de salud,10.89,salud
4333,HG3.7.1,3,porcentaje de niñas y niños de 0 a 6 años que cuentan con cartilla nacional de vacunación y/o cartilla nacional de salud,7.69,porcentaje
4334,HG3.8.1,3,tasa de personal docente de posgrado por matrícula de posgrado,32.9,personal docente
4335,HG3.8.1,3,tasa de personal docente de posgrado por matrícula de posgrado,30.5,posgrado
4336,HG3.8.1,3,tasa de personal docente de posgrado por matrícula de posgrado,21.39,matrícula
4337,HG3.8.1,3,tasa de personal docente de posgrado por matrícula de posgrado,15.0,tasa
4338,HG4.1.1,3,índice de paz méxico,44.5,índice
4339,HG4.1.1,3,índice de paz méxico,28.1,méxico
4340,HG4.1.1,3,índice de paz méxico,27.2,paz
4341,HG4.2.1,3,"presuntos hechos violatorios al derecho a la libertad y seguridad de la persona, registrados por los organismos públicos de derechos humanos",25.5,organismo público
4342,HG4.2.1,3,"presuntos hechos violatorios al derecho a la libertad y seguridad de la persona, registrados por los organismos públicos de derechos humanos",16.29,persona
4343,HG4.2.1,3,"presuntos hechos violatorios al derecho a la libertad y seguridad de la persona, registrados por los organismos públicos de derechos humanos",15.3,derechos humanos
4344,HG4.2.1,3,"presuntos hechos violatorios al derecho a la libertad y seguridad de la persona, registrados por los organismos públicos de derechos humanos",13.89,seguridad
4345,HG4.2.1,3,"presuntos hechos violatorios al derecho a la libertad y seguridad de la persona, registrados por los organismos públicos de derechos humanos",10.19,hecho
4346,HG4.2.1,3,"presuntos hechos violatorios al derecho a la libertad y seguridad de la persona, registrados por los organismos públicos de derechos humanos",9.19,derecho
4347,HG4.2.1,3,"presuntos hechos violatorios al derecho a la libertad y seguridad de la persona, registrados por los organismos públicos de derechos humanos",6.3,libertad
4348,HG4.3.1,3,tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,44.59,tasa de prevalencia
4349,HG4.3.1,3,tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,27.29,cien
4350,HG4.3.1,3,tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,23.6,habitante
4351,HG4.3.2,3,porcentaje de personas de 18 años y más que identiica a la policía estatal y maniiesta que le genera conianza,36.9,policía estatal
4352,HG4.3.2,3,porcentaje de personas de 18 años y más que identiica a la policía estatal y maniiesta que le genera conianza,23.39,porcentaje
4353,HG4.3.2,3,porcentaje de personas de 18 años y más que identiica a la policía estatal y maniiesta que le genera conianza,20.6,ica
4354,HG4.3.2,3,porcentaje de personas de 18 años y más que identiica a la policía estatal y maniiesta que le genera conianza,10.8,persona
4355,HG4.4.1,3,"porcentaje de delitos ocurridos y denunciados, donde el trato recibido al momento de la denuncia por parte del ministerio público, fue caliicado como bueno o excelente",18.79,ministerio público
4356,HG4.4.1,3,"porcentaje de delitos ocurridos y denunciados, donde el trato recibido al momento de la denuncia por parte del ministerio público, fue caliicado como bueno o excelente",15.69,delito
4357,HG4.4.1,3,"porcentaje de delitos ocurridos y denunciados, donde el trato recibido al momento de la denuncia por parte del ministerio público, fue caliicado como bueno o excelente",11.89,denunciado
4358,HG4.4.1,3,"porcentaje de delitos ocurridos y denunciados, donde el trato recibido al momento de la denuncia por parte del ministerio público, fue caliicado como bueno o excelente",11.69,denuncia
4359,HG4.4.1,3,"porcentaje de delitos ocurridos y denunciados, donde el trato recibido al momento de la denuncia por parte del ministerio público, fue caliicado como bueno o excelente",10.6,trato
4360,HG4.4.1,3,"porcentaje de delitos ocurridos y denunciados, donde el trato recibido al momento de la denuncia por parte del ministerio público, fue caliicado como bueno o excelente",8.89,porcentaje
4361,HG4.4.1,3,"porcentaje de delitos ocurridos y denunciados, donde el trato recibido al momento de la denuncia por parte del ministerio público, fue caliicado como bueno o excelente",8.1,excelente
4362,HG4.5.1,3,porcentaje de sobrepoblación en centros penitenciarios por entidad federativa,26.1,centro penitenciario
4363,HG4.5.1,3,porcentaje de sobrepoblación en centros penitenciarios por entidad federativa,25.7,sobrepoblación
4364,HG4.5.1,3,porcentaje de sobrepoblación en centros penitenciarios por entidad federativa,25.0,entidad
4365,HG4.5.1,3,porcentaje de sobrepoblación en centros penitenciarios por entidad federativa,20.79,porcentaje
4366,HG4.6.1,3,número de municipios con regulación en materia de protección civil en el estado de hidalgo,24.5,protección civil
4367,HG4.6.1,3,número de municipios con regulación en materia de protección civil en el estado de hidalgo,19.1,regulación
4368,HG4.6.1,3,número de municipios con regulación en materia de protección civil en el estado de hidalgo,17.5,número
4369,HG4.6.1,3,número de municipios con regulación en materia de protección civil en el estado de hidalgo,14.8,municipio
4370,HG4.6.1,3,número de municipios con regulación en materia de protección civil en el estado de hidalgo,14.69,hidalgo
4371,HG4.6.1,3,número de municipios con regulación en materia de protección civil en el estado de hidalgo,9.1,estado
4372,HG4.7.1,3,tasa de prevalencia delictiva en mujeres,63.5,tasa de prevalencia
4373,HG4.7.1,3,tasa de prevalencia delictiva en mujeres,30.89,mujer
4374,HG4.8.1,3,"porcentaje de población de 0 a 19 años que sufrió algún incidente de robo, agresión o violencia en la vía pública",14.3,agresión
4375,HG4.8.1,3,"porcentaje de población de 0 a 19 años que sufrió algún incidente de robo, agresión o violencia en la vía pública",14.19,población
4376,HG4.8.1,3,"porcentaje de población de 0 a 19 años que sufrió algún incidente de robo, agresión o violencia en la vía pública",13.6,porcentaje
4377,HG4.8.1,3,"porcentaje de población de 0 a 19 años que sufrió algún incidente de robo, agresión o violencia en la vía pública",13.3,robo
4378,HG4.8.1,3,"porcentaje de población de 0 a 19 años que sufrió algún incidente de robo, agresión o violencia en la vía pública",12.8,año
4379,HG4.8.1,3,"porcentaje de población de 0 a 19 años que sufrió algún incidente de robo, agresión o violencia en la vía pública",12.5,incidente
4380,HG4.8.1,3,"porcentaje de población de 0 a 19 años que sufrió algún incidente de robo, agresión o violencia en la vía pública",10.1,violencia
4381,HG4.9.1,3,marco normativo de planeación de la cti,67.5,planeación
4382,HG4.9.1,3,marco normativo de planeación de la cti,19.1,marco
4383,HG4.9.1,3,marco normativo de planeación de la cti,13.19,normativo
4384,HG5.1.1,3,carencia por acceso a los servicios básicos de vivienda,30.79,vivienda
4385,HG5.1.1,3,carencia por acceso a los servicios básicos de vivienda,27.2,carencia
4386,HG5.1.1,3,carencia por acceso a los servicios básicos de vivienda,20.0,servicio
4387,HG5.1.1,3,carencia por acceso a los servicios básicos de vivienda,12.69,acceso
4388,HG5.1.1,3,carencia por acceso a los servicios básicos de vivienda,9.1,básico
4389,HG5.2.1,3,porcentaje de población con impacto positivo a partir de la promoción de la cultura ambiental en materia de residuos sólidos,23.29,residuo sólido
4390,HG5.2.1,3,porcentaje de población con impacto positivo a partir de la promoción de la cultura ambiental en materia de residuos sólidos,22.5,población
4391,HG5.2.1,3,porcentaje de población con impacto positivo a partir de la promoción de la cultura ambiental en materia de residuos sólidos,15.69,promoción
4392,HG5.2.1,3,porcentaje de población con impacto positivo a partir de la promoción de la cultura ambiental en materia de residuos sólidos,14.3,porcentaje
4393,HG5.2.1,3,porcentaje de población con impacto positivo a partir de la promoción de la cultura ambiental en materia de residuos sólidos,13.69,cultura
4394,HG5.2.1,3,porcentaje de población con impacto positivo a partir de la promoción de la cultura ambiental en materia de residuos sólidos,7.59,impacto
4395,HG5.3.1,3,grado de normatividad urbana en los municipios,40.29,normatividad
4396,HG5.3.1,3,grado de normatividad urbana en los municipios,35.7,municipio
4397,HG5.3.1,3,grado de normatividad urbana en los municipios,16.7,grado
4398,HG5.3.1,3,grado de normatividad urbana en los municipios,7.0,urbano
4399,HG5.4.1,3,grado de conectividad intermunicipal de la red carretera,39.4,conectividad
4400,HG5.4.1,3,grado de conectividad intermunicipal de la red carretera,29.89,carretera
4401,HG5.4.1,3,grado de conectividad intermunicipal de la red carretera,15.8,grado
4402,HG5.4.1,3,grado de conectividad intermunicipal de la red carretera,13.39,intermunicipal
4403,HG5.5.1,3,supericie protegida por esquemas de conservación y manejo sostenible,35.9,conservación
4404,HG5.5.1,3,supericie protegida por esquemas de conservación y manejo sostenible,35.7,esquema
4405,HG5.5.1,3,supericie protegida por esquemas de conservación y manejo sostenible,15.3,manejo
4406,HG5.5.1,3,supericie protegida por esquemas de conservación y manejo sostenible,10.69,super
4407,HG5.6.1,3,gini del ingreso disponible de los hogares per cápita,47.09,hogar
4408,HG5.6.1,3,gini del ingreso disponible de los hogares per cápita,27.89,ingreso
4409,HG5.6.1,3,gini del ingreso disponible de los hogares per cápita,16.2,per cápita
4410,HG5.7.1,3,índice de desarrollo humano (idh) para las mujeres,42.59,desarrollo humano
4411,HG5.7.1,3,índice de desarrollo humano (idh) para las mujeres,41.9,índice
4412,HG5.7.1,3,índice de desarrollo humano (idh) para las mujeres,15.39,mujer
4413,HG5.8.1,3,porcentaje de población infantil y adolescente (0 -17 años) que carece de agua entubada en su vivienda,25.79,porcentaje
4414,HG5.8.1,3,porcentaje de población infantil y adolescente (0 -17 años) que carece de agua entubada en su vivienda,24.89,población
4415,HG5.8.1,3,porcentaje de población infantil y adolescente (0 -17 años) que carece de agua entubada en su vivienda,19.29,año
4416,HG5.8.1,3,porcentaje de población infantil y adolescente (0 -17 años) que carece de agua entubada en su vivienda,14.5,vivienda
4417,HG5.8.1,3,porcentaje de población infantil y adolescente (0 -17 años) que carece de agua entubada en su vivienda,13.89,agua
4418,HG5.9.1,3,centros de investigación por cada 100 mil de la pea,60.09,centro de investigación
4419,HG5.9.1,3,centros de investigación por cada 100 mil de la pea,39.79,pea
4420,JC1.1.1,3,"posición en el subíndice sistema político estable y funcional del índice de competitividad, imco",29.5,sistema político
4421,JC1.1.1,3,"posición en el subíndice sistema político estable y funcional del índice de competitividad, imco",19.89,posición
4422,JC1.1.1,3,"posición en el subíndice sistema político estable y funcional del índice de competitividad, imco",19.7,subíndice
4423,JC1.1.1,3,"posición en el subíndice sistema político estable y funcional del índice de competitividad, imco",15.6,índice
4424,JC1.1.1,3,"posición en el subíndice sistema político estable y funcional del índice de competitividad, imco",11.89,competitividad
4425,JC1.1.2,3,porcentaje de la población urbana que considera que la falta de coordinación entre diferentes niveles de gobierno es uno de los principales problemas en jalisco,30.39,porcentaje
4426,JC1.1.2,3,porcentaje de la población urbana que considera que la falta de coordinación entre diferentes niveles de gobierno es uno de los principales problemas en jalisco,23.89,población
4427,JC1.1.2,3,porcentaje de la población urbana que considera que la falta de coordinación entre diferentes niveles de gobierno es uno de los principales problemas en jalisco,13.5,gobierno
4428,JC1.1.2,3,porcentaje de la población urbana que considera que la falta de coordinación entre diferentes niveles de gobierno es uno de los principales problemas en jalisco,12.5,jalisco
