,id,group,description,lemma,score
4963,GT3.5.1,3,posición nacional de guanajuato en el medallero en las competencias nacionales de la conade.,medallero,14.89
4964,GT3.5.1,3,posición nacional de guanajuato en el medallero en las competencias nacionales de la conade.,nacional,8.39
4965,GT3.5.2,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",posicionamiento,18.39
4966,GT3.5.2,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",competencia nacional,16.39
4967,GT3.5.2,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",medallero,12.89
4968,GT3.5.2,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",nacional,10.3
4969,GT3.5.2,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",deporte adaptado,9.6
4970,GT3.5.2,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",lado,1.7
4971,GT3.5.3,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",posicionamiento,18.39
4972,GT3.5.3,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",competencia nacional,16.39
4973,GT3.5.3,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",medallero,12.89
4974,GT3.5.3,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",nacional,10.3
4975,GT3.5.3,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",deporte adaptado,9.6
4976,GT3.5.3,3,"posición nacional de guanajuato a nivel nacional en el medallero en las
competencias nacionales de la conade para el deporte adaptado.",lado,1.7
4977,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,alteración,24.5
4978,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,interacción,20.79
4979,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,arte,17.0
4980,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,pueblo,16.79
4981,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,modo,8.69
4982,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,guanajuatense,4.5
4983,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,porcentual,3.29
4984,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,presencial,2.2
4985,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,potencial,1.29
4986,GT3.6.1,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades artísticas y culturales.,cultural,0.3
4987,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,alteración,23.79
4988,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,interacción,20.0
4989,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,pueblo,15.19
4990,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,fomentación,9.89
4991,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,modo,7.3
4992,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,actividad,5.4
4993,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,porcentual,5.0
4994,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,guanajuatense,4.4
4995,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,lectura,3.9
4996,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,presencial,2.79
4997,GT3.6.2,3,variación porcentual de la interacción de manera presencial o virtual de la población guanajuatense en actividades de fomento a la lectura.,potencial,1.79
4998,GT4.1.1,3,número de empleos comprometidos por atracción de inversiones en el estado.,atracción,27.29
4999,GT4.1.1,3,número de empleos comprometidos por atracción de inversiones en el estado.,inversión,23.39
5000,GT4.1.1,3,número de empleos comprometidos por atracción de inversiones en el estado.,profesión,20.39
5001,GT4.1.1,3,número de empleos comprometidos por atracción de inversiones en el estado.,número,16.79
5002,GT4.1.1,3,número de empleos comprometidos por atracción de inversiones en el estado.,estado,11.8
5003,GT4.1.2,3,porcentaje de personas colocadas en un empleo en el estado.,profesión,31.0
5004,GT4.1.2,3,porcentaje de personas colocadas en un empleo en el estado.,estado,27.7
5005,GT4.1.2,3,porcentaje de personas colocadas en un empleo en el estado.,porcentaje,26.39
5006,GT4.1.2,3,porcentaje de personas colocadas en un empleo en el estado.,persona,14.6
5007,GT4.2.1,3,número de unidades económicas creadas en el estado.,número,52.9
5008,GT4.2.1,3,número de unidades económicas creadas en el estado.,estado,27.1
5009,GT4.2.1,3,número de unidades económicas creadas en el estado.,económico,11.69
5010,GT4.2.1,3,número de unidades económicas creadas en el estado.,unidad,8.0
5011,GT4.2.2,3,porcentaje de unidades económicas apoyadas que permanecen en el mercado.,unidad,21.7
5012,GT4.2.2,3,porcentaje de unidades económicas apoyadas que permanecen en el mercado.,porcentaje,21.39
5013,GT4.2.2,3,porcentaje de unidades económicas apoyadas que permanecen en el mercado.,económico,21.29
5014,GT4.2.2,3,porcentaje de unidades económicas apoyadas que permanecen en el mercado.,mercado,20.5
5015,GT4.2.2,3,porcentaje de unidades económicas apoyadas que permanecen en el mercado.,apadrinado,14.89
5016,GT4.2.3,3,porcentaje de unidades económicas atendidas que se internacionalizan.,porcentaje,31.89
5017,GT4.2.3,3,porcentaje de unidades económicas atendidas que se internacionalizan.,unidad,30.1
5018,GT4.2.3,3,porcentaje de unidades económicas atendidas que se internacionalizan.,económico,18.89
5019,GT4.2.3,3,porcentaje de unidades económicas atendidas que se internacionalizan.,atendido,18.89
5020,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,resolución,18.89
5021,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,innovación,13.89
5022,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,alteración,13.39
5023,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,sector,13.39
5024,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,impuesto,9.1
5025,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,desarrollo,7.59
5026,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,programa,7.19
5027,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,científico,5.3
5028,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,tecnológico,5.3
5029,GT4.3.1,3,tasa de variación de proyectos de innovación y desarrollo científico y tecnológico apoyados que ofrecen soluciones en sectores económicos.,apoyado,5.3
5030,GT4.3.2,3,porcentaje de emprendimientos de base tecnológica y de innovación que se incorporan a procesos de fortalecimiento para obtener capital de riesgo.,intervención,22.0
5031,GT4.3.2,3,porcentaje de emprendimientos de base tecnológica y de innovación que se incorporan a procesos de fortalecimiento para obtener capital de riesgo.,capital riesgo,20.5
5032,GT4.3.2,3,porcentaje de emprendimientos de base tecnológica y de innovación que se incorporan a procesos de fortalecimiento para obtener capital de riesgo.,innovación,19.39
5033,GT4.3.2,3,porcentaje de emprendimientos de base tecnológica y de innovación que se incorporan a procesos de fortalecimiento para obtener capital de riesgo.,porcentaje,15.5
5034,GT4.3.2,3,porcentaje de emprendimientos de base tecnológica y de innovación que se incorporan a procesos de fortalecimiento para obtener capital de riesgo.,fortalecimiento,12.3
5035,GT4.3.2,3,porcentaje de emprendimientos de base tecnológica y de innovación que se incorporan a procesos de fortalecimiento para obtener capital de riesgo.,proceso,6.69
5036,GT4.3.2,3,porcentaje de emprendimientos de base tecnológica y de innovación que se incorporan a procesos de fortalecimiento para obtener capital de riesgo.,tecnológico,3.29
5037,GT4.4.1,3,variación porcentual del volumen de la producción agroalimentaria.,alteración,37.29
5038,GT4.4.1,3,variación porcentual del volumen de la producción agroalimentaria.,producción,33.5
5039,GT4.4.1,3,variación porcentual del volumen de la producción agroalimentaria.,volumen,19.79
5040,GT4.4.1,3,variación porcentual del volumen de la producción agroalimentaria.,porcentual,5.59
5041,GT4.4.1,3,variación porcentual del volumen de la producción agroalimentaria.,agroalimentario,3.5
5042,GT4.4.2,3,variación porcentual del valor de la producción agroalimentaria.,alteración,38.2
5043,GT4.4.2,3,variación porcentual del valor de la producción agroalimentaria.,producción,34.4
5044,GT4.4.2,3,variación porcentual del valor de la producción agroalimentaria.,valor,17.7
5045,GT4.4.2,3,variación porcentual del valor de la producción agroalimentaria.,porcentual,5.8
5046,GT4.4.2,3,variación porcentual del valor de la producción agroalimentaria.,agroalimentario,3.59
5047,GT4.5.1,3,variación porcentual de la derrama económica generada por los visitantes al estado.,alteración,28.39
5048,GT4.5.1,3,variación porcentual de la derrama económica generada por los visitantes al estado.,derrama económica,26.0
5049,GT4.5.1,3,variación porcentual de la derrama económica generada por los visitantes al estado.,visitante,25.7
5050,GT4.5.1,3,variación porcentual de la derrama económica generada por los visitantes al estado.,estado,15.6
5051,GT4.5.1,3,variación porcentual de la derrama económica generada por los visitantes al estado.,porcentual,4.09
5052,GT4.5.2,3,variación porcentual de visitantes al estado de guanajuato.,alteración,28.0
5053,GT4.5.2,3,variación porcentual de visitantes al estado de guanajuato.,estado,22.1
5054,GT4.5.2,3,variación porcentual de visitantes al estado de guanajuato.,visitante,20.0
5055,GT4.5.2,3,variación porcentual de visitantes al estado de guanajuato.,porcentual,5.5
5056,GT4.5.3,3,posición nacional en la llegada de turistas a hoteles en guanajuato.,hotel,23.89
5057,GT4.5.3,3,posición nacional en la llegada de turistas a hoteles en guanajuato.,posición,22.89
5058,GT4.5.3,3,posición nacional en la llegada de turistas a hoteles en guanajuato.,turista,21.6
5059,GT4.5.3,3,posición nacional en la llegada de turistas a hoteles en guanajuato.,llegada,14.0
5060,GT4.5.3,3,posición nacional en la llegada de turistas a hoteles en guanajuato.,nacional,2.79
5061,GT4.6.1,3,proporción de las exportaciones del estado de guanajuato en relación con el pib.,proporción,28.7
5062,GT4.6.1,3,proporción de las exportaciones del estado de guanajuato en relación con el pib.,producto interno bruto,25.1
5063,GT4.6.1,3,proporción de las exportaciones del estado de guanajuato en relación con el pib.,exportación,20.2
5064,GT4.6.1,3,proporción de las exportaciones del estado de guanajuato en relación con el pib.,estado,11.8
5065,GT4.7.1,3,tasa de incremento de la capacidad de generación de energía eléctrica en el estado de guanajuato.,energía eléctrica,22.0
5066,GT4.7.1,3,tasa de incremento de la capacidad de generación de energía eléctrica en el estado de guanajuato.,aumento,15.6
5067,GT4.7.1,3,tasa de incremento de la capacidad de generación de energía eléctrica en el estado de guanajuato.,volumen,14.8
5068,GT4.7.1,3,tasa de incremento de la capacidad de generación de energía eléctrica en el estado de guanajuato.,engendramiento,13.39
5069,GT4.7.1,3,tasa de incremento de la capacidad de generación de energía eléctrica en el estado de guanajuato.,tasa,12.8
5070,GT4.7.1,3,tasa de incremento de la capacidad de generación de energía eléctrica en el estado de guanajuato.,estado,10.5
5071,GT4.7.2,3,porcentaje de la inversión total privada comprometida en el sector energético.,inversión,39.5
5072,GT4.7.2,3,porcentaje de la inversión total privada comprometida en el sector energético.,sector energético,31.5
5073,GT4.7.2,3,porcentaje de la inversión total privada comprometida en el sector energético.,porcentaje,18.5
5074,GT4.7.2,3,porcentaje de la inversión total privada comprometida en el sector energético.,delicado,8.1
5075,GT4.7.2,3,porcentaje de la inversión total privada comprometida en el sector energético.,global,1.1
5076,GT4.7.2,3,porcentaje de la inversión total privada comprometida en el sector energético.,privado,1.0
5077,GT5.1.1,3,tasa de concentración de partículas pm10 en los municipios del corredor industrial.,partícula,24.0
5078,GT5.1.1,3,tasa de concentración de partículas pm10 en los municipios del corredor industrial.,manifestación,21.89
5079,GT5.1.1,3,tasa de concentración de partículas pm10 en los municipios del corredor industrial.,pm10,16.29
5080,GT5.1.1,3,tasa de concentración de partículas pm10 en los municipios del corredor industrial.,comuna,11.69
5081,GT5.1.1,3,tasa de concentración de partículas pm10 en los municipios del corredor industrial.,impuesto,11.69
5082,GT5.1.1,3,tasa de concentración de partículas pm10 en los municipios del corredor industrial.,corredor,8.6
5083,GT5.1.1,3,tasa de concentración de partículas pm10 en los municipios del corredor industrial.,industrial,5.4
5084,GT5.1.2,3,índice de desempeño del manejo integral de residuos.,índice,31.1
5085,GT5.1.2,3,índice de desempeño del manejo integral de residuos.,desafectación,30.6
5086,GT5.1.2,3,índice de desempeño del manejo integral de residuos.,residuo,21.79
5087,GT5.1.2,3,índice de desempeño del manejo integral de residuos.,manejo,13.5
5088,GT5.1.2,3,índice de desempeño del manejo integral de residuos.,global,2.79
5089,GT5.1.3,3,"porcentaje de sujetos prioritarios regulados en materia de residuos, impacto ambiental y calidad del aire.",calidad del aire,25.0
5090,GT5.1.3,3,"porcentaje de sujetos prioritarios regulados en materia de residuos, impacto ambiental y calidad del aire.",resto,21.1
5091,GT5.1.3,3,"porcentaje de sujetos prioritarios regulados en materia de residuos, impacto ambiental y calidad del aire.",porcentaje,15.8
5092,GT5.1.3,3,"porcentaje de sujetos prioritarios regulados en materia de residuos, impacto ambiental y calidad del aire.",impacto ambiental,14.89
5093,GT5.1.3,3,"porcentaje de sujetos prioritarios regulados en materia de residuos, impacto ambiental y calidad del aire.",tema,14.3
5094,GT5.1.3,3,"porcentaje de sujetos prioritarios regulados en materia de residuos, impacto ambiental y calidad del aire.",regular,6.0
5095,GT5.1.3,3,"porcentaje de sujetos prioritarios regulados en materia de residuos, impacto ambiental y calidad del aire.",principal,2.59
5096,GT5.2.1,3,porcentaje de la superficie estatal sujeta a algún régimen de protección.,modo de vida,28.29
5097,GT5.2.1,3,porcentaje de la superficie estatal sujeta a algún régimen de protección.,amparo,27.39
5098,GT5.2.1,3,porcentaje de la superficie estatal sujeta a algún régimen de protección.,porcentaje,23.5
5099,GT5.2.1,3,porcentaje de la superficie estatal sujeta a algún régimen de protección.,expuesto,12.8
5100,GT5.2.1,3,porcentaje de la superficie estatal sujeta a algún régimen de protección.,exterioridad,5.69
5101,GT5.2.1,3,porcentaje de la superficie estatal sujeta a algún régimen de protección.,estatal,1.89
5102,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,conservación,16.7
5103,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,acción,16.2
5104,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,recarga,14.69
5105,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,porcentaje,10.8
5106,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,tierra,10.3
5107,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,solar,8.39
5108,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,zona,7.3
5109,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,sobrefaz,5.9
5110,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,agua,5.69
5111,GT5.2.2,3,porcentaje de la superficie con acciones de conservación de suelo y agua en zonas de recarga ubicadas en terrenos forestales.,forestal,3.5
5112,GT5.2.3,3,porcentaje de la superficie de espacios naturales sujetos a protección con proyectos de aprovechamiento sustentable.,espacio natural,20.6
5113,GT5.2.3,3,porcentaje de la superficie de espacios naturales sujetos a protección con proyectos de aprovechamiento sustentable.,tutela,17.39
5114,GT5.2.3,3,porcentaje de la superficie de espacios naturales sujetos a protección con proyectos de aprovechamiento sustentable.,porcentaje,15.5
5115,GT5.2.3,3,porcentaje de la superficie de espacios naturales sujetos a protección con proyectos de aprovechamiento sustentable.,superficie,13.89
5116,GT5.2.3,3,porcentaje de la superficie de espacios naturales sujetos a protección con proyectos de aprovechamiento sustentable.,aprovechamiento sustentable,13.5
5117,GT5.2.3,3,porcentaje de la superficie de espacios naturales sujetos a protección con proyectos de aprovechamiento sustentable.,programa,9.5
5118,GT5.2.3,3,porcentaje de la superficie de espacios naturales sujetos a protección con proyectos de aprovechamiento sustentable.,expuesto,9.3
5119,GT5.2.4,3,tasa de variación de unidades económicas con acciones clave de protección ambiental.,impuesto,25.29
5120,GT5.2.4,3,tasa de variación de unidades económicas con acciones clave de protección ambiental.,preservación del medio ambiente,22.39
5121,GT5.2.4,3,tasa de variación de unidades económicas con acciones clave de protección ambiental.,alteración,20.2
5122,GT5.2.4,3,tasa de variación de unidades económicas con acciones clave de protección ambiental.,unidad,13.5
5123,GT5.2.4,3,tasa de variación de unidades económicas con acciones clave de protección ambiental.,trama,12.19
5124,GT5.2.4,3,tasa de variación de unidades económicas con acciones clave de protección ambiental.,económico,6.09
5125,GT5.3.1,3,tasa de variación de capacidad instalada de energía renovable bajo esquema de generación distribuida en edificios públicos.,energía alternativa,22.79
5126,GT5.3.1,3,tasa de variación de capacidad instalada de energía renovable bajo esquema de generación distribuida en edificios públicos.,impuesto,19.39
5127,GT5.3.1,3,tasa de variación de capacidad instalada de energía renovable bajo esquema de generación distribuida en edificios públicos.,generación distribuida,13.69
5128,GT5.3.1,3,tasa de variación de capacidad instalada de energía renovable bajo esquema de generación distribuida en edificios públicos.,alteración,12.69
5129,GT5.3.1,3,tasa de variación de capacidad instalada de energía renovable bajo esquema de generación distribuida en edificios públicos.,edificio público,12.3
5130,GT5.3.1,3,tasa de variación de capacidad instalada de energía renovable bajo esquema de generación distribuida en edificios públicos.,gráfico,9.69
5131,GT5.3.1,3,tasa de variación de capacidad instalada de energía renovable bajo esquema de generación distribuida en edificios públicos.,capacidad,9.1
5132,GT5.3.2,3,toneladas de dióxido de carbono equivalente mitigadas.,dióxido de carbono,52.9
5133,GT5.3.2,3,toneladas de dióxido de carbono equivalente mitigadas.,tonelada,44.09
5134,GT5.3.2,3,toneladas de dióxido de carbono equivalente mitigadas.,equivalente,2.79
5135,GT5.4.1,3,porcentaje de la superficie de ecosistemas primarios conservados sin afectación por actividades antrópicas adyacentes.,ambiente,27.29
5136,GT5.4.1,3,porcentaje de la superficie de ecosistemas primarios conservados sin afectación por actividades antrópicas adyacentes.,afectación,21.2
5137,GT5.4.1,3,porcentaje de la superficie de ecosistemas primarios conservados sin afectación por actividades antrópicas adyacentes.,porcentaje,17.39
5138,GT5.4.1,3,porcentaje de la superficie de ecosistemas primarios conservados sin afectación por actividades antrópicas adyacentes.,sobrefaz,14.0
5139,GT5.4.1,3,porcentaje de la superficie de ecosistemas primarios conservados sin afectación por actividades antrópicas adyacentes.,eficiencia,8.6
5140,GT5.4.1,3,porcentaje de la superficie de ecosistemas primarios conservados sin afectación por actividades antrópicas adyacentes.,antrópico,8.5
5141,GT5.4.1,3,porcentaje de la superficie de ecosistemas primarios conservados sin afectación por actividades antrópicas adyacentes.,confinante,1.6
5142,GT5.4.1,3,porcentaje de la superficie de ecosistemas primarios conservados sin afectación por actividades antrópicas adyacentes.,primitivo,0.8
5143,GT5.4.2,3,densidad urbana.,densidad,93.3
5144,GT5.4.2,3,densidad urbana.,cortés,6.59
5145,GT5.4.3,3,porcentaje de cumplimiento normativo territorial y ambiental por los municipios del estado de guanajuato.,porcentaje,18.89
5146,GT5.4.3,3,porcentaje de cumplimiento normativo territorial y ambiental por los municipios del estado de guanajuato.,estado,18.0
5147,GT5.4.3,3,porcentaje de cumplimiento normativo territorial y ambiental por los municipios del estado de guanajuato.,comuna,14.69
5148,GT5.4.3,3,porcentaje de cumplimiento normativo territorial y ambiental por los municipios del estado de guanajuato.,completud,14.39
5149,GT5.4.3,3,porcentaje de cumplimiento normativo territorial y ambiental por los municipios del estado de guanajuato.,territorial,7.69
5150,GT5.4.3,3,porcentaje de cumplimiento normativo territorial y ambiental por los municipios del estado de guanajuato.,normativo,3.09
5151,GT5.4.3,3,porcentaje de cumplimiento normativo territorial y ambiental por los municipios del estado de guanajuato.,ambiental,2.59
5152,GT5.5.1,3,porcentaje de kilómetros en buenas y aceptables condiciones de la red carretera alimentadora en el estado.,situación,28.1
5153,GT5.5.1,3,porcentaje de kilómetros en buenas y aceptables condiciones de la red carretera alimentadora en el estado.,kilómetro,23.2
5154,GT5.5.1,3,porcentaje de kilómetros en buenas y aceptables condiciones de la red carretera alimentadora en el estado.,porcentaje,15.69
5155,GT5.5.1,3,porcentaje de kilómetros en buenas y aceptables condiciones de la red carretera alimentadora en el estado.,carretera,13.0
5156,GT5.5.1,3,porcentaje de kilómetros en buenas y aceptables condiciones de la red carretera alimentadora en el estado.,estado,12.5
5157,GT5.5.1,3,porcentaje de kilómetros en buenas y aceptables condiciones de la red carretera alimentadora en el estado.,alimentador,2.59
5158,GT5.5.1,3,porcentaje de kilómetros en buenas y aceptables condiciones de la red carretera alimentadora en el estado.,aceptable,2.09
5159,GT5.5.1,3,porcentaje de kilómetros en buenas y aceptables condiciones de la red carretera alimentadora en el estado.,canal de televisión,2.0
5160,GT5.5.1,3,porcentaje de kilómetros en buenas y aceptables condiciones de la red carretera alimentadora en el estado.,bueno,0.4
5161,GT5.5.2,3,porcentaje de población en comunidades con acceso a una red pública de internet.,vecindad,21.1
5162,GT5.5.2,3,porcentaje de población en comunidades con acceso a una red pública de internet.,televisión de estado,19.5
5163,GT5.5.2,3,porcentaje de población en comunidades con acceso a una red pública de internet.,comunidad,15.5
5164,GT5.5.2,3,porcentaje de población en comunidades con acceso a una red pública de internet.,acceso,15.39
5165,GT5.5.2,3,porcentaje de población en comunidades con acceso a una red pública de internet.,Internet,14.8
5166,GT5.5.2,3,porcentaje de población en comunidades con acceso a una red pública de internet.,porcentaje,13.3
5167,GT5.5.3,3,porcentaje de los municipios unidos por un sistema intermunicipal de movilidad.,municipio,27.6
5168,GT5.5.3,3,porcentaje de los municipios unidos por un sistema intermunicipal de movilidad.,movilidad,22.5
5169,GT5.5.3,3,porcentaje de los municipios unidos por un sistema intermunicipal de movilidad.,porcentaje,22.2
5170,GT5.5.3,3,porcentaje de los municipios unidos por un sistema intermunicipal de movilidad.,sistema,15.8
5171,GT5.5.3,3,porcentaje de los municipios unidos por un sistema intermunicipal de movilidad.,intermunicipal,11.6
5172,GT5.6.1,3,tasa de variación en tomas domiciliarias de agua en cabeceras municipales.,alteración,24.2
5173,GT5.6.1,3,tasa de variación en tomas domiciliarias de agua en cabeceras municipales.,cabecera municipal,21.7
5174,GT5.6.1,3,tasa de variación en tomas domiciliarias de agua en cabeceras municipales.,impuesto,20.2
5175,GT5.6.1,3,tasa de variación en tomas domiciliarias de agua en cabeceras municipales.,recepción,16.79
5176,GT5.6.1,3,tasa de variación en tomas domiciliarias de agua en cabeceras municipales.,agua de olor,13.0
5177,GT5.6.1,3,tasa de variación en tomas domiciliarias de agua en cabeceras municipales.,domiciliario,3.7
5178,GT5.6.2,3,tasa de variación de descargas domiciliarias en cabeceras municipales.,alteración,25.79
5179,GT5.6.2,3,tasa de variación de descargas domiciliarias en cabeceras municipales.,descarga,25.6
5180,GT5.6.2,3,tasa de variación de descargas domiciliarias en cabeceras municipales.,cabecera municipal,23.6
5181,GT5.6.2,3,tasa de variación de descargas domiciliarias en cabeceras municipales.,impuesto,21.2
5182,GT5.6.2,3,tasa de variación de descargas domiciliarias en cabeceras municipales.,domiciliario,3.59
5183,GT5.6.3,3,índice de abatimiento de aguas subterráneas.,agua subterránea,43.79
5184,GT5.6.3,3,índice de abatimiento de aguas subterráneas.,índice,30.1
5185,GT5.6.3,3,índice de abatimiento de aguas subterráneas.,abatimiento,25.89
5186,GT5.6.4,3,superficie tecnificada acumulada de riego agrícola.,riego,38.2
5187,GT5.6.4,3,superficie tecnificada acumulada de riego agrícola.,sobrefaz,28.6
5188,GT5.6.4,3,superficie tecnificada acumulada de riego agrícola.,acumulado,18.39
5189,GT5.6.4,3,superficie tecnificada acumulada de riego agrícola.,agrícola,14.6
5190,GT6.1.1,3,tasa de incidencia de la corrupción.,soborno,37.79
5191,GT6.1.1,3,tasa de incidencia de la corrupción.,impuesto,33.29
5192,GT6.1.1,3,tasa de incidencia de la corrupción.,incidencia,28.79
5193,GT6.1.2,3,posición en el ranking nacional del porcentaje de población de 18 años y más con percepción frecuente y muy frecuente de la corrupción.,vecindad,20.89
5194,GT6.1.2,3,posición en el ranking nacional del porcentaje de población de 18 años y más con percepción frecuente y muy frecuente de la corrupción.,clasificación,19.1
5195,GT6.1.2,3,posición en el ranking nacional del porcentaje de población de 18 años y más con percepción frecuente y muy frecuente de la corrupción.,status,18.29
5196,GT6.1.2,3,posición en el ranking nacional del porcentaje de población de 18 años y más con percepción frecuente y muy frecuente de la corrupción.,percepción,14.5
5197,GT6.1.2,3,posición en el ranking nacional del porcentaje de población de 18 años y más con percepción frecuente y muy frecuente de la corrupción.,corrupción,12.89
5198,GT6.1.2,3,posición en el ranking nacional del porcentaje de población de 18 años y más con percepción frecuente y muy frecuente de la corrupción.,porcentaje,11.1
5199,GT6.1.2,3,posición en el ranking nacional del porcentaje de población de 18 años y más con percepción frecuente y muy frecuente de la corrupción.,frecuente,1.39
5200,GT6.1.2,3,posición en el ranking nacional del porcentaje de población de 18 años y más con percepción frecuente y muy frecuente de la corrupción.,nacional,1.29
5201,GT6.2.1,3,porcentaje de programas sociales estatales con acciones de contraloría social.,contraloría,28.29
5202,GT6.2.1,3,porcentaje de programas sociales estatales con acciones de contraloría social.,batalla,25.2
5203,GT6.2.1,3,porcentaje de programas sociales estatales con acciones de contraloría social.,porcentaje,20.79
5204,GT6.2.1,3,porcentaje de programas sociales estatales con acciones de contraloría social.,social,14.69
5205,GT6.2.1,3,porcentaje de programas sociales estatales con acciones de contraloría social.,programa,8.89
5206,GT6.2.1,3,porcentaje de programas sociales estatales con acciones de contraloría social.,estatal,1.79
5207,GT6.2.2,3,posición nacional en el índice de gobierno abierto.,posición,39.4
5208,GT6.2.2,3,posición nacional en el índice de gobierno abierto.,índice,34.0
5209,GT6.2.2,3,posición nacional en el índice de gobierno abierto.,ministerio,23.1
5210,GT6.2.2,3,posición nacional en el índice de gobierno abierto.,nacional,2.59
